Student_ID,Attendance,Quiz_Score,Assignment_Score,Understanding_Level
S5344,82.49,64.47,64.08,Good
S5345,95.06,83.93,70.58,Good
S5346,91.54,75.45,68.27,Good
S5347,96.92,61.12,58.62,Good
S5348,93.44,75.89,73.86,Good
S5349,93.43,53.45,69.33,Good
S5350,53.19,67.36,58.92,Poor
S5351,92.3,76.14,72.49,Good
S5352,80.37,61.42,71.09,Good
S5353,69.02,83.01,56.57,Average
S5354,52.83,52.59,56.56,Poor
S5355,83.88,74.24,82.38,Good
S5356,66.41,85.75,85.33,Good
S5357,73.39,71.5,97.06,Good
S5358,84.09,93.73,54.35,Good
S5359,95.59,81.61,55.89,Good
S5360,91.27,97.92,52.59,Good
S5361,72.53,64.21,76.61,Good
S5362,69.39,96.94,81.14,Good
S5363,61.99,80.34,70.18,Average
S5364,68.62,87.26,89.9,Good
S5365,55.55,95.11,84.33,Good
S5366,98.56,77.56,99.29,Excellent
S5367,78.7,93.11,56.89,Good
S5368,56.39,77.08,52.92,Average
S5369,67.64,79.96,63.74,Good
S5370,77.35,72.25,50.95,Average
S5371,76.64,57.28,96.63,Good
S5372,51.78,77.68,65.2,Average
S5373,97.54,98.87,77.62,Excellent
S5374,63.77,89.36,65.9,Good
S5375,50.81,87.37,62.29,Average
S5376,53.82,82.17,57.62,Average
S5377,79.01,67.4,66.02,Good
S5378,56.89,58.48,80.77,Average
S5379,52.09,61.23,98.58,Average
S5380,68.98,50.32,77.9,Average
S5381,81.14,83.67,76.64,Good
S5382,55.59,90.59,51.76,Average
S5383,65.67,63.45,92.0,Good
S5384,70.89,54.59,52.24,Average
S5385,57.97,66.79,95.31,Good
S5386,75.3,64.6,76.93,Good
S5387,54.26,72.54,58.42,Average
S5388,52.33,63.21,72.59,Average
S5389,75.99,66.99,99.75,Good
S5390,62.39,95.38,65.25,Good
S5391,54.77,66.74,63.47,Average
S5392,71.2,89.28,55.9,Good
S5393,95.76,81.29,79.86,Excellent
S5394,86.21,66.88,54.46,Good
S5395,90.78,90.89,88.3,Excellent
S5396,93.6,79.75,95.96,Excellent
S5397,98.63,50.43,96.59,Good
S5398,88.16,53.44,55.4,Average
S5399,80.42,87.63,77.91,Good
S5400,68.27,72.33,54.86,Average
S5401,59.08,70.28,78.6,Average
S5402,84.33,57.29,90.75,Good
S5403,99.75,57.87,76.89,Good
S5404,73.37,89.89,93.6,Good
S5405,86.18,91.45,90.08,Excellent
S5406,74.75,78.0,63.83,Good
S5407,71.6,64.76,81.51,Good
S5408,70.52,96.64,50.37,Good
S5409,75.23,81.2,69.8,Good
S5410,68.34,89.83,61.9,Good
S5411,87.44,50.16,96.86,Good
S5412,93.71,72.52,70.27,Good
S5413,94.14,93.55,82.7,Excellent
S5414,61.38,66.91,86.6,Good
S5415,94.8,86.33,88.66,Excellent
S5416,67.08,82.88,86.79,Good
S5417,65.47,57.61,64.46,Average
S5418,86.34,88.75,84.3,Excellent
S5419,65.23,55.63,77.45,Average
S5420,52.65,86.4,79.87,Good
S5421,68.68,99.55,50.04,Good
S5422,86.07,97.9,62.91,Good
S5423,66.35,90.01,96.53,Good
S5424,81.48,76.73,64.5,Good
S5425,83.01,83.74,71.9,Good
S5426,86.69,86.41,59.33,Good
S5427,94.86,50.42,56.93,Good
S5428,71.63,55.12,60.43,Average
S5429,58.32,79.85,77.68,Good
S5430,65.95,50.33,95.95,Good
S5431,71.61,95.45,66.31,Good
S5432,85.69,74.48,66.17,Good
S5433,50.66,62.89,78.21,Average
S5434,65.79,69.69,67.84,Average
S5435,88.99,92.54,95.52,Excellent
S5436,83.54,96.36,68.89,Good
S5437,86.59,55.81,74.52,Good
S5438,90.59,88.9,76.67,Excellent
S5439,89.16,78.91,89.1,Excellent
S5440,84.11,79.28,78.2,Good
S5441,71.98,88.97,61.96,Good
S5442,99.18,61.14,56.2,Good
S5443,78.45,76.55,96.89,Good
S5444,60.14,65.97,90.08,Good
S5445,64.64,54.73,51.15,Poor
S5446,84.68,55.25,91.08,Good
S5447,96.24,56.82,79.53,Good
S5448,58.94,80.74,75.94,Good
S5449,54.12,55.29,50.61,Poor
S5450,94.08,78.51,89.04,Excellent
S5451,95.76,79.41,59.9,Good
S5452,63.82,95.19,86.4,Good
S5453,68.86,81.32,50.79,Average
S5454,83.01,99.28,89.82,Excellent
S5455,66.5,51.55,51.15,Poor
S5456,93.86,85.21,61.79,Good
S5457,55.38,51.32,63.41,Poor
S5458,51.9,86.47,57.88,Average
S5459,60.42,69.29,74.05,Average
S5460,64.3,80.57,64.18,Average
S5461,55.65,65.48,99.66,Good
S5462,53.28,57.96,79.0,Average
S5463,87.78,86.18,78.32,Good
S5464,58.21,95.23,61.04,Good
S5465,95.7,59.18,70.43,Good
S5466,68.4,96.04,56.2,Good
S5467,83.53,57.01,88.13,Good
S5468,61.27,86.78,66.56,Good
S5469,62.02,97.97,87.6,Good
S5470,78.74,57.37,68.58,Average
S5471,78.03,71.75,99.44,Good
S5472,88.44,66.87,58.56,Good
S5473,87.89,69.42,50.08,Good
S5474,83.53,87.66,79.74,Good
S5475,72.46,83.06,97.65,Good
S5476,94.53,98.43,82.35,Excellent
S5477,81.13,59.27,54.29,Average
S5478,99.51,77.16,77.02,Excellent
S5479,90.97,72.46,95.47,Excellent
S5480,52.22,95.94,50.33,Average
S5481,66.03,50.53,58.35,Poor
S5482,78.59,99.46,90.73,Excellent
S5483,86.07,73.99,94.7,Excellent
S5484,77.52,81.28,85.36,Good
S5485,89.31,68.0,99.58,Excellent
S5486,64.13,92.63,54.51,Average
S5487,59.2,78.1,77.28,Good
S5488,52.7,83.14,84.25,Good
S5489,78.67,82.45,85.13,Good
S5490,84.43,68.2,89.67,Good
S5491,66.31,53.8,95.88,Good
S5492,80.68,90.39,68.08,Good
S5493,52.61,64.49,52.15,Poor
S5494,54.96,92.45,68.12,Good
S5495,85.09,80.43,83.58,Good
S5496,68.4,67.69,60.67,Average
S5497,83.57,79.71,90.5,Good
S5498,91.59,82.27,60.99,Good
S5499,92.63,85.33,50.5,Good
S5500,58.61,91.12,75.4,Good
S5501,74.31,57.99,86.32,Good
S5502,86.7,97.21,67.48,Good
S5503,88.7,70.54,87.44,Good
S5504,89.23,93.02,71.92,Excellent
S5505,61.41,61.02,58.59,Average
S5506,59.63,51.45,54.53,Poor
S5507,79.5,78.67,85.53,Good
S5508,87.05,66.23,69.29,Good
S5509,65.96,99.22,95.64,Good
S5510,55.24,55.22,77.01,Average
S5511,85.84,52.37,67.42,Good
S5512,64.98,52.25,67.45,Average
S5513,58.32,60.84,56.57,Poor
S5514,57.39,78.96,79.69,Good
S5515,65.75,75.28,79.11,Good
S5516,79.63,67.5,90.0,Good
S5517,67.92,54.44,60.06,Average
S5518,51.03,61.69,64.54,Poor
S5519,54.85,59.21,54.86,Poor
S5520,64.53,87.28,64.77,Good
S5521,82.99,89.0,71.41,Good
S5522,54.93,88.85,98.2,Good
S5523,78.03,98.45,82.65,Excellent
S5524,55.99,94.21,89.14,Good
S5525,60.58,74.89,66.28,Average
S5526,58.61,70.75,57.23,Average
S5527,53.36,95.79,62.84,Average
S5528,83.57,80.56,62.82,Good
S5529,73.17,64.72,79.16,Good
S5530,91.55,78.22,67.07,Good
S5531,54.94,99.61,92.87,Good
S5532,57.24,92.47,99.43,Good
S5533,65.32,64.06,67.16,Average
S5534,88.29,97.65,85.25,Excellent
S5535,65.29,99.07,82.87,Good
S5536,70.42,61.56,59.72,Average
S5537,65.08,94.78,95.9,Good
S5538,54.01,94.16,59.97,Average
S5539,96.97,51.99,86.85,Good
S5540,77.43,83.48,67.38,Good
S5541,89.39,65.26,68.35,Good
S5542,82.92,83.73,72.77,Good
S5543,75.71,95.68,93.23,Excellent
S5544,54.48,74.94,57.01,Average
S5545,82.14,70.72,52.73,Average
S5546,57.77,96.08,70.1,Good
S5547,70.72,98.71,52.78,Good
S5548,81.46,53.11,84.38,Good
S5549,89.11,96.14,88.02,Excellent
S5550,84.25,54.14,92.74,Good
S5551,83.58,66.86,87.19,Good
S5552,57.45,88.13,95.82,Good
S5553,67.31,88.85,87.42,Good
S5554,52.15,86.29,96.8,Good
S5555,85.97,51.96,59.66,Average
S5556,97.63,56.65,74.99,Good
S5557,63.21,96.81,99.7,Good
S5558,54.38,54.07,84.08,Average
S5559,73.78,53.93,93.93,Good
S5560,92.83,91.78,51.52,Good
S5561,77.6,82.06,93.59,Good
S5562,52.34,67.58,84.89,Average
S5563,98.71,58.29,58.54,Good
S5564,91.43,94.21,51.28,Good
S5565,56.58,99.43,63.0,Good
S5566,96.09,52.5,95.79,Good
S5567,72.53,77.71,83.41,Good
S5568,68.59,63.07,95.97,Good
S5569,73.05,91.62,72.31,Good
S5570,91.73,67.3,96.83,Excellent
S5571,82.97,85.73,73.15,Good
S5572,52.96,76.98,60.21,Average
S5573,97.88,77.08,57.57,Good
S5574,57.39,92.9,99.69,Good
S5575,87.28,73.52,66.69,Good
S5576,81.81,92.28,58.0,Good
S5577,59.38,68.17,50.42,Poor
S5578,58.54,58.74,64.28,Average
S5579,93.52,72.77,94.46,Excellent
S5580,70.98,74.92,76.7,Good
S5581,82.73,73.92,81.62,Good
S5582,75.2,90.42,96.12,Excellent
S5583,86.37,78.23,75.64,Good
S5584,73.96,94.42,91.91,Excellent
S5585,64.37,75.71,66.19,Average
S5586,68.17,61.24,98.86,Good
S5587,92.95,56.47,53.94,Good
S5588,73.4,93.42,86.24,Good
S5589,60.67,52.81,83.03,Average
S5590,96.73,55.88,59.58,Good
S5591,89.83,53.18,69.44,Good
S5592,52.78,71.19,65.64,Average
S5593,99.95,76.63,54.72,Good
S5594,84.75,50.99,79.24,Good
S5595,58.01,75.78,99.68,Good
S5596,61.86,69.69,77.98,Average
S5597,84.62,88.68,77.26,Good
S5598,88.99,91.5,52.02,Good
S5599,61.95,84.25,56.96,Average
S5600,62.85,73.67,75.66,Average
S5601,65.36,60.81,99.26,Good
S5602,79.9,92.36,93.83,Excellent
S5603,58.59,67.08,67.01,Average
S5604,55.21,67.81,77.15,Average
S5605,83.94,95.8,77.64,Excellent
S5606,88.95,98.78,84.27,Excellent
S5607,75.05,94.91,84.39,Good
S5608,68.19,99.91,89.49,Good
S5609,71.6,93.45,51.25,Good
S5610,69.42,85.22,97.18,Good
S5611,98.0,64.69,53.5,Good
S5612,88.4,97.65,73.81,Excellent
S5613,60.4,93.83,95.98,Good
S5614,69.21,62.04,74.38,Average
S5615,77.2,74.46,53.18,Average
S5616,80.65,53.5,61.46,Average
S5617,73.41,97.67,78.93,Good
S5618,90.51,78.64,54.39,Good
S5619,88.38,62.26,71.18,Good
S5620,75.26,64.62,66.45,Average
S5621,92.72,99.03,90.76,Excellent
S5622,87.55,80.78,55.51,Good
S5623,88.93,71.03,84.14,Good
S5624,97.82,74.99,70.33,Good
S5625,63.32,54.93,79.39,Average
S5626,63.38,53.75,60.28,Poor
S5627,94.45,79.64,80.49,Excellent
S5628,88.61,75.6,83.7,Good
S5629,96.33,67.96,53.51,Good
S5630,53.16,78.31,91.22,Good
S5631,81.39,53.63,93.06,Good
S5632,57.23,97.2,53.18,Average
S5633,75.19,64.69,80.16,Good
S5634,57.79,53.59,79.7,Average
S5635,56.4,58.48,50.62,Poor
S5636,50.61,54.77,67.12,Poor
S5637,81.51,58.93,98.45,Good
S5638,67.95,70.84,77.77,Good
S5639,55.26,86.9,96.66,Good
S5640,66.14,63.62,83.78,Good
S5641,58.45,71.8,51.42,Average
S5642,97.08,96.44,53.89,Good
S5643,66.0,64.79,86.11,Good
S5644,66.7,89.74,77.73,Good
S5645,91.99,57.89,56.36,Good
S5646,82.39,58.92,80.7,Good
S5647,85.51,72.81,90.51,Good
S5648,81.8,61.71,87.65,Good
S5649,97.31,95.15,62.31,Excellent
S5650,60.35,52.54,62.91,Poor
S5651,99.45,79.86,98.39,Excellent
S5652,91.55,80.21,94.37,Excellent
S5653,79.45,53.3,65.92,Average
S5654,83.12,86.63,91.2,Excellent
S5655,82.44,73.44,58.09,Good
S5656,52.92,86.15,59.84,Average
S5657,60.9,91.35,59.06,Average
S5658,98.07,66.14,54.39,Good
S5659,76.72,74.22,92.73,Good
S5660,68.92,63.04,78.94,Good
S5661,88.1,60.08,62.95,Good
S5662,76.23,50.03,92.43,Good
S5663,50.66,98.18,90.13,Good
S5664,86.81,72.05,55.05,Good
S5665,86.61,50.65,82.21,Good
S5666,58.26,50.45,86.09,Average
S5667,97.83,64.42,85.79,Good
S5668,61.2,50.7,86.16,Average
S5669,72.89,68.73,58.47,Average
S5670,55.74,53.15,65.75,Poor
S5671,80.16,51.96,92.21,Good
S5672,68.77,83.47,94.92,Good
S5673,67.66,95.34,63.96,Good
S5674,91.35,70.47,51.15,Good
S5675,50.48,91.84,92.99,Good
S5676,89.9,51.46,68.85,Good
S5677,78.57,88.88,66.47,Good
S5678,99.3,53.14,67.35,Good
S5679,79.47,91.92,70.78,Good
S5680,52.77,94.12,68.91,Good
S5681,52.53,89.3,78.32,Good
S5682,94.16,91.04,53.95,Good
S5683,92.06,78.07,98.58,Excellent
S5684,67.29,63.24,96.82,Good
S5685,80.9,82.16,96.72,Excellent
S5686,74.48,71.98,93.96,Good
S5687,98.36,50.27,83.02,Good
S5688,97.5,73.84,61.06,Good
S5689,99.19,82.56,52.47,Good
S5690,93.32,50.69,54.97,Average
S5691,95.48,81.07,66.2,Good
S5692,60.86,82.63,75.19,Good
S5693,91.55,57.91,99.66,Good
S5694,85.44,71.55,71.77,Good
S5695,98.14,98.22,76.23,Excellent
S5696,78.56,94.21,84.76,Excellent
S5697,54.26,70.54,59.04,Average
S5698,79.87,67.49,96.64,Good
S5699,84.33,56.2,76.45,Good
S5700,61.02,51.76,63.81,Poor
S5701,69.71,64.87,96.76,Good
S5702,79.93,97.01,81.27,Excellent
S5703,68.71,97.93,74.18,Good
S5704,68.75,90.63,79.01,Good
S5705,56.65,67.54,87.42,Average
S5706,97.04,57.18,57.73,Good
S5707,87.52,79.78,93.24,Excellent
S5708,50.06,82.33,97.98,Good
S5709,88.28,71.23,78.35,Good
S5710,86.99,84.58,84.11,Excellent
S5711,50.49,87.33,92.99,Good
S5712,68.48,89.15,68.74,Good
S5713,80.34,75.11,99.64,Good
S5714,72.64,89.58,84.03,Good
S5715,88.9,51.27,71.2,Good
S5716,71.27,84.02,83.87,Good
S5717,57.69,61.78,76.08,Average
S5718,98.82,63.53,55.58,Good
S5719,62.1,54.57,89.79,Average
S5720,85.88,59.62,78.22,Good
S5721,57.16,99.6,89.79,Good
S5722,66.45,70.77,57.75,Average
S5723,72.1,96.39,76.92,Good
S5724,59.61,58.14,88.33,Average
S5725,72.5,60.2,99.42,Good
S5726,57.86,77.89,94.22,Good
S5727,77.95,67.48,93.22,Good
S5728,83.19,82.2,62.37,Good
S5729,53.12,71.1,91.9,Good
S5730,93.56,90.58,58.46,Good
S5731,59.26,71.58,59.91,Average
S5732,61.27,78.62,55.51,Average
S5733,83.07,66.05,92.88,Good
S5734,73.44,85.2,55.41,Good
S5735,74.97,82.74,56.91,Good
S5736,56.41,69.85,62.29,Average
S5737,90.29,63.8,78.63,Good
S5738,80.85,80.71,94.01,Good
S5739,56.77,97.16,70.91,Good
S5740,68.7,56.63,77.31,Average
S5741,90.52,89.96,58.32,Good
S5742,78.42,77.15,63.3,Good
S5743,55.43,76.28,56.7,Average
S5744,68.64,98.08,70.5,Good
S5745,62.13,80.29,79.52,Good
S5746,75.87,91.53,64.2,Good
S5747,92.17,75.72,92.3,Excellent
S5748,71.81,62.49,99.06,Good
S5749,71.67,84.72,56.01,Good
S5750,95.27,96.16,50.89,Good
S5751,78.81,92.06,89.49,Excellent
S5752,78.31,59.92,59.53,Average
S5753,63.1,65.84,67.66,Average
S5754,80.39,75.84,69.71,Good
S5755,78.8,78.58,95.83,Good
S5756,69.84,59.69,82.94,Good
S5757,99.53,61.5,52.03,Good
S5758,94.09,87.94,50.74,Good
S5759,87.48,86.52,59.98,Good
S5760,76.87,91.96,65.91,Good
S5761,73.1,96.65,74.23,Good
S5762,59.24,65.41,91.89,Good
S5763,65.29,92.98,65.74,Good
S5764,88.7,83.3,68.83,Good
S5765,72.69,97.89,66.47,Good
S5766,94.11,63.6,50.45,Good
S5767,57.4,63.48,97.76,Good
S5768,75.42,85.21,56.95,Good
S5769,82.35,96.42,64.38,Good
S5770,75.84,91.23,56.47,Good
S5771,94.46,86.35,74.53,Excellent
S5772,99.48,69.37,96.61,Excellent
S5773,55.79,85.89,55.04,Average
S5774,56.5,90.05,72.04,Good
S5775,56.52,87.66,51.12,Average
S5776,84.06,83.84,88.54,Excellent
S5777,68.63,52.36,82.06,Average
S5778,86.67,82.99,84.98,Excellent
S5779,70.27,73.91,73.62,Good
S5780,81.38,98.08,95.38,Excellent
S5781,88.49,80.36,70.48,Good
S5782,77.41,80.41,75.7,Good
S5783,76.98,99.7,84.76,Excellent
S5784,54.41,54.68,76.03,Average
S5785,70.54,63.82,59.47,Average
S5786,77.29,82.8,65.85,Good
S5787,73.1,65.76,54.61,Average
S5788,95.04,67.31,71.63,Good
S5789,95.33,94.63,80.47,Excellent
S5790,91.1,78.97,55.93,Good
S5791,68.76,55.14,81.53,Average
S5792,85.86,65.54,94.64,Good
S5793,69.76,53.8,66.89,Average
S5794,61.63,77.81,61.1,Average
S5795,67.15,58.66,94.65,Good
S5796,53.55,92.86,84.6,Good
S5797,66.59,78.87,55.27,Average
S5798,73.04,52.97,70.41,Average
S5799,97.77,65.04,83.7,Good
S5800,65.67,80.82,78.72,Good
S5801,95.12,66.77,80.93,Good
S5802,61.44,75.66,78.36,Good
S5803,59.55,95.47,89.9,Good
S5804,75.95,67.5,66.02,Good
S5805,83.63,66.79,85.42,Good
S5806,52.22,90.99,99.55,Good
S5807,61.05,65.94,69.5,Average
S5808,72.78,53.9,89.55,Good
S5809,66.55,59.05,62.31,Average
S5810,85.63,97.44,64.09,Good
S5811,75.56,96.66,96.74,Excellent
S5812,58.02,61.24,51.3,Poor
S5813,94.72,77.68,60.87,Good
S5814,64.65,56.87,74.15,Average
S5815,86.56,83.73,70.09,Good
S5816,89.0,59.27,81.46,Good
S5817,98.16,52.49,59.64,Good
S5818,74.93,91.24,53.53,Good
S5819,80.79,66.27,68.47,Good
S5820,66.74,55.43,76.22,Average
S5821,83.91,91.7,78.1,Good
S5822,73.17,88.12,80.07,Good
S5823,71.88,84.19,77.43,Good
S5824,92.77,95.56,62.29,Good
S5825,52.51,74.46,88.23,Average
S5826,94.1,56.4,54.39,Good
S5827,92.6,53.07,59.92,Good
S5828,75.32,65.92,86.97,Good
S5829,74.51,54.34,63.99,Average
S5830,68.09,76.78,74.67,Good
S5831,99.71,50.72,66.36,Good
S5832,55.56,72.19,75.35,Average
S5833,79.51,58.92,67.33,Average
S5834,84.08,68.41,99.71,Good
S5835,96.72,83.75,67.87,Good
S5836,89.01,67.55,81.35,Good
S5837,82.19,67.07,94.42,Good
S5838,55.84,99.54,81.9,Good
S5839,68.69,85.94,78.29,Good
S5840,56.94,75.69,78.46,Average
S5841,94.06,78.97,74.82,Good
S5842,87.48,81.01,90.38,Excellent
S5843,87.88,51.23,52.52,Average
S5844,82.61,54.01,94.26,Good
S5845,75.35,82.46,79.31,Good
S5846,57.5,68.22,92.44,Good
S5847,66.48,52.77,50.52,Poor
S5848,56.85,64.88,93.46,Good
S5849,86.25,56.51,56.01,Average
S5850,58.01,95.82,86.06,Good
S5851,85.11,60.15,70.83,Good
S5852,84.61,57.18,84.05,Good
S5853,72.97,81.31,81.41,Good
S5854,56.76,76.1,58.17,Average
S5855,65.74,78.8,75.73,Good
S5856,66.0,71.8,63.86,Average
S5857,85.02,73.36,78.02,Good
S5858,55.69,88.94,86.9,Good
S5859,91.45,61.0,54.06,Good
S5860,88.05,69.83,75.79,Good
S5861,59.32,97.89,80.88,Good
S5862,85.96,59.5,64.77,Good
S5863,83.43,64.69,97.65,Good
S5864,87.41,59.58,76.02,Good
S5865,59.45,51.02,59.13,Poor
S5866,57.88,63.49,55.39,Poor
S5867,61.82,52.32,77.08,Average
S5868,68.29,57.73,68.76,Average
S5869,89.68,68.13,59.63,Good
S5870,86.9,51.04,51.53,Average
S5871,96.27,87.65,78.33,Excellent
S5872,52.93,89.78,79.93,Good
S5873,50.58,70.57,57.09,Poor
S5874,84.96,99.23,80.09,Excellent
S5875,63.96,83.95,97.6,Good
S5876,66.7,87.19,98.91,Good
S5877,77.34,59.62,94.42,Good
S5878,55.12,91.87,90.35,Good
S5879,82.13,97.25,60.47,Good
S5880,66.26,61.82,57.82,Average
S5881,81.64,84.32,72.25,Good
S5882,91.7,87.35,80.98,Excellent
S5883,58.56,65.26,92.53,Good
S5884,96.54,73.75,61.6,Good
S5885,76.53,54.88,73.98,Average
S5886,96.15,58.65,82.37,Good
S5887,60.39,53.08,72.28,Average
S5888,80.23,78.01,72.71,Good
S5889,70.19,81.26,61.26,Good
S5890,88.71,95.81,99.33,Excellent
S5891,80.3,77.11,73.76,Good
S5892,74.73,63.03,76.64,Good
S5893,95.65,52.97,60.93,Good
S5894,68.86,94.25,75.71,Good
S5895,61.0,73.94,62.77,Average
S5896,80.41,86.87,60.12,Good
S5897,81.2,50.73,63.79,Average
S5898,71.95,74.41,50.14,Average
S5899,74.33,66.29,78.51,Good
S5900,97.98,51.52,69.37,Good
S5901,86.63,88.78,94.93,Excellent
S5902,55.53,75.65,52.04,Average
S5903,60.61,66.66,52.16,Poor
S5904,98.78,90.29,94.29,Excellent
S5905,86.32,72.35,56.33,Good
S5906,95.75,50.17,50.11,Average
S5907,65.19,97.22,58.95,Good
S5908,87.09,62.78,91.19,Good
S5909,85.7,91.53,90.14,Excellent
S5910,64.73,90.82,67.01,Good
S5911,77.54,58.12,83.4,Good
S5912,81.37,73.7,75.36,Good
S5913,74.06,52.01,95.24,Good
S5914,91.36,67.73,52.82,Good
S5915,91.64,86.55,90.66,Excellent
S5916,92.53,61.85,58.53,Good
S5917,90.17,55.86,69.58,Good
S5918,74.4,75.36,59.6,Good
S5919,69.07,76.85,85.13,Good
S5920,91.57,83.79,83.92,Excellent
S5921,74.51,87.96,77.39,Good
S5922,62.32,84.79,84.91,Good
S5923,75.37,92.27,81.98,Good
S5924,57.09,61.15,88.82,Average
S5925,84.58,78.49,61.97,Good
S5926,66.8,68.0,71.45,Average
S5927,63.03,98.11,57.58,Good
S5928,97.83,72.01,71.48,Good
S5929,88.84,97.99,85.08,Excellent
S5930,89.35,88.45,84.57,Excellent
S5931,81.19,85.92,85.47,Good
S5932,91.96,74.58,65.44,Good
S5933,87.96,72.17,83.11,Good
S5934,79.94,76.33,68.37,Good
S5935,98.06,64.68,97.22,Excellent
S5936,59.58,95.23,67.17,Good
S5937,97.17,89.72,80.15,Excellent
S5938,70.07,90.07,87.51,Good
S5939,76.42,71.66,95.32,Good
S5940,56.14,53.55,71.9,Average
S5941,77.01,84.15,68.02,Good
S5942,80.56,68.72,71.5,Good
S5943,99.89,93.52,66.18,Excellent
S5944,98.76,89.02,82.7,Excellent
S5945,98.32,57.27,96.64,Excellent
S5946,67.42,80.09,56.3,Average
S5947,99.56,84.61,78.05,Excellent
S5948,72.77,78.41,94.88,Good
S5949,92.59,75.7,55.01,Good
S5950,60.82,61.39,74.69,Average
S5951,75.29,61.8,93.26,Good
S5952,98.3,88.4,95.02,Excellent
S5953,97.35,50.93,75.72,Good
S5954,84.19,88.95,51.25,Good
S5955,89.89,76.34,55.28,Good
S5956,58.82,96.81,79.34,Good
S5957,86.08,99.87,56.19,Good
S5958,80.9,83.17,57.47,Good
S5959,54.58,70.61,88.61,Average
S5960,55.66,73.75,87.53,Good
S5961,55.42,60.21,92.14,Average
S5962,86.22,54.96,55.29,Average
S5963,57.09,78.94,59.91,Average
S5964,73.39,90.27,91.65,Good
S5965,67.85,63.09,86.05,Good
S5966,77.53,70.98,90.3,Good
S5967,85.32,77.74,99.49,Excellent
S5968,84.24,95.39,93.22,Excellent
S5969,75.78,56.93,76.02,Good
S5970,73.22,61.84,65.54,Average
S5971,69.89,95.93,78.48,Good
S5972,93.1,51.98,81.93,Good
S5973,66.54,82.81,66.77,Good
S5974,62.97,81.98,88.55,Good
S5975,87.17,69.16,54.64,Good
S5976,67.99,73.41,88.97,Good
S5977,92.35,92.75,51.6,Good
S5978,66.39,58.25,74.9,Average
S5979,85.1,61.58,93.07,Good
S5980,52.26,75.62,54.32,Poor
S5981,69.28,70.49,75.89,Good
S5982,67.16,78.72,57.97,Average
S5983,90.83,96.04,94.74,Excellent
S5984,98.35,95.86,91.62,Excellent
S5985,73.04,61.5,96.7,Good
S5986,91.24,65.11,93.75,Good
S5987,84.98,58.1,86.83,Good
S5988,98.37,96.39,59.24,Excellent
S5989,90.56,69.89,65.13,Good
S5990,53.87,72.49,74.84,Average
S5991,85.66,90.13,79.44,Excellent
S5992,76.77,75.65,89.11,Good
S5993,50.82,55.99,61.35,Poor
S5994,62.57,71.89,56.41,Average
S5995,96.09,81.53,74.13,Excellent
S5996,96.3,85.96,57.89,Good
S5997,89.94,82.27,84.69,Excellent
S5998,99.09,55.96,78.78,Good
S5999,90.33,65.22,87.06,Good
